GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.WeakRef,28,11,8,0,8,4,5,2,1,2
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.InitializableEntry,18,0,0,0,6,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.EntrySet,11,61,3,3,2,14,3,7,0,7
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySetIterator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.KeySetView,0,28,0,0,0,8,0,5,0,5
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap,18,375,8,34,5,107,8,43,0,30
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableMap,21,65,2,2,5,22,2,12,1,11
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.SoftValueReference,6,11,0,0,2,4,2,1,2,1
Apache Commons Collections,org.apache.commons.collections4.map,CompositeMap,17,455,3,49,5,87,4,45,1,22
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.CachedEntryIterator,25,0,0,0,4,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.Values,0,30,0,0,0,7,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.EntryIterator,0,22,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.WeakKeyReference,5,8,0,0,2,3,2,1,2,1
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.ValuesIterator,4,8,0,0,1,3,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap,39,1038,10,116,13,266,14,100,4,47
Apache Commons Collections,org.apache.commons.collections4.map,TransformedMap,1,144,2,10,0,38,2,16,0,12
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.LinkEntry,0,7,0,0,0,2,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.ValueIterator,0,11,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,PassiveExpiringMap.ConstantTimeToLiveExpirationPolicy,6,33,1,3,3,10,2,4,1,3
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator,2,23,0,2,1,7,1,4,1,3
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.LinkIterator,72,103,9,9,13,24,8,10,3,6
Apache Commons Collections,org.apache.commons.collections4.map,LazySortedMap,0,75,0,0,0,16,0,11,0,11
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.BaseIterator,8,102,2,10,2,22,2,8,0,4
Apache Commons Collections,org.apache.commons.collections4.map,LinkedMap.LinkedMapList,92,0,0,0,21,0,19,0,19,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.1.new Map.Entry() {...},4,18,0,0,1,3,1,3,1,3
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.HashEntry,0,112,0,12,0,26,0,14,0,8
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.FlatMapIterator,112,96,11,15,19,28,12,13,3,6
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.KeySet,9,63,2,2,2,13,2,6,0,6
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedMapIterator,73,66,6,4,16,18,7,9,4,7
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.ValuesIterator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntrySetIterator,0,21,0,0,0,5,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.new LazyIteratorChain() {...},0,41,0,2,0,6,0,4,0,3
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap.SingletonValues,4,23,0,0,1,7,1,5,1,5
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.ValuesIterator,0,41,0,2,0,11,0,5,0,4
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.KeyIterator,4,12,0,0,1,2,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.map,EntrySetToMapIteratorAdapter,16,41,1,1,5,13,3,7,2,7
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntry,24,196,14,26,4,39,12,20,0,11
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.KeySet,16,37,0,4,5,10,2,6,2,4
Apache Commons Collections,org.apache.commons.collections4.map,PassiveExpiringMap,26,244,0,14,8,64,4,30,4,23
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySet,54,60,6,4,9,12,5,4,1,3
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.SimpleEntry,15,67,5,5,4,12,6,7,1,7
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedMapEntry,0,22,0,0,0,5,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceMapIterator,32,16,5,1,9,6,5,3,2,3
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.EntryIterator,0,10,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.ValueIterator,4,12,0,0,1,2,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.map,HashedMap,0,35,0,0,0,15,0,7,0,7
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.EntrySet,2,114,1,9,1,23,1,10,0,6
Apache Commons Collections,org.apache.commons.collections4.map,LRUMap,203,296,9,31,17,87,13,32,5,20
Apache Commons Collections,org.apache.commons.collections4.map,MultiKeyMap,23,1289,32,168,6,297,32,109,0,41
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.MapEntry,0,20,0,0,0,6,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap.SingletonMapIterator,119,0,14,0,30,0,18,0,11,0
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.Values,4,36,0,2,2,7,1,4,1,3
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap,22,433,4,38,1,99,4,45,0,28
Apache Commons Collections,org.apache.commons.collections4.map,FixedSizeSortedMap,50,65,2,2,10,17,8,11,7,10
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map,136,1238,52,226,30,328,52,126,0,23
Apache Commons Collections,org.apache.commons.collections4.map,LinkedMap,14,71,0,4,5,20,3,11,3,9
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySetIterator,0,24,0,0,0,6,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySet,34,4,2,0,6,2,3,1,2,1
Apache Commons Collections,org.apache.commons.collections4.map,ReferenceMap,16,36,0,0,4,12,2,5,2,5
Apache Commons Collections,org.apache.commons.collections4.map,DefaultedMap,0,82,0,4,0,20,0,11,0,9
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedIterator,0,31,0,0,0,8,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.ReflectionFactory,15,31,1,3,2,8,1,4,0,3
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceValuesIterator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractMapDecorator,0,88,0,2,0,25,0,19,0,18
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap,37,538,2,50,11,121,4,41,3,16
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.HashIterator,14,139,5,21,4,34,6,13,1,5
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.KeySet,0,35,0,0,0,11,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.KeySetIterator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap,106,181,14,13,30,49,18,29,6,27
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.EntrySet,2,62,2,8,1,18,2,9,0,6
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.KeySetIterator,4,8,0,0,1,3,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.EntryIterator,10,60,2,4,2,13,2,5,0,4
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.EntrySetIterator,0,7,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,CaseInsensitiveMap,5,60,0,4,2,19,1,9,1,7
Apache Commons Collections,org.apache.commons.collections4.map,AbstractSortedMapDecorator.SortedMapIterator,29,0,0,0,8,0,4,0,4,0
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.SoftKeyReference,5,8,0,0,2,3,2,1,2,1
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ValuesView,0,44,0,0,0,11,0,8,0,8
Apache Commons Collections,org.apache.commons.collections4.map,AbstractIterableMap,6,3,0,0,1,1,1,1,1,1
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.EntrySetIterator,0,7,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap,10,331,0,40,4,72,3,40,3,20
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySet,23,4,0,0,4,2,2,1,2,1
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableSortedMap,4,92,0,2,1,24,1,17,1,16
Apache Commons Collections,org.apache.commons.collections4.map,ReferenceIdentityMap,24,61,0,6,6,16,3,11,3,8
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashMapIterator,32,16,5,1,9,6,5,3,2,3
Apache Commons Collections,org.apache.commons.collections4.map,AbstractSortedMapDecorator,55,19,4,0,10,7,9,5,7,5
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.LinkMapIterator,36,16,5,1,10,6,6,3,3,3
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.Builder,0,124,0,2,0,39,0,17,0,16
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap,13,327,5,39,2,86,6,38,1,21
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashIterator,28,125,3,17,4,34,3,13,1,5
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.Values,0,21,0,0,0,5,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableOrderedMap,7,65,0,2,2,22,1,12,1,11
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySetIterator,0,7,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.Segment,103,716,28,92,26,168,28,56,2,22
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.EntrySetView,12,80,3,5,4,22,3,13,1,11
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.ValuesIterator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntry,4,7,0,0,1,3,1,1,1,1
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.HashEntry,2,93,1,13,1,23,1,13,0,7
Apache Commons Collections,org.apache.commons.collections4.map,ConcurrentReferenceHashMap.ReferenceType,0,21,0,0,0,4,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4.multimap,ArrayListValuedLinkedHashMap,0,82,0,2,0,26,0,10,0,9
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap.WrappedList,27,147,4,8,9,35,4,16,2,12
Apache Commons Collections,org.apache.commons.collections4.multimap,ArrayListValuedHashMap,0,82,0,2,0,26,0,10,0,9
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap.ValuesListIterator,0,120,0,4,0,29,0,13,0,11
Apache Commons Collections,org.apache.commons.collections4.multimap,TransformedMultiValuedMap,0,157,1,13,0,34,1,15,0,9
Apache Commons Collections,org.apache.commons.collections4.multimap,HashSetValuedHashMap,0,63,0,0,0,21,0,8,0,8
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer,0,12,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap,91,330,14,36,18,74,13,41,3,26
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapEntry,0,12,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap,0,27,0,0,0,8,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer.new AbstractMultiSet.AbstractEntry() {...},0,19,0,0,0,3,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues.new LazyIteratorChain() {...},0,56,0,2,0,8,0,4,0,3
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.WrappedCollection,97,140,24,16,28,36,20,16,5,11
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.ValuesIterator,0,43,0,2,0,11,0,5,0,4
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet,10,46,0,2,2,10,2,6,2,5
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySet,50,0,2,0,11,0,7,0,6,0
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues,4,11,0,0,1,2,1,2,1,2
Apache Commons Collections,org.apache.commons.collections4.multimap,UnmodifiableMultiValuedMap,0,79,0,2,0,19,0,17,0,16
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapIterator,5,58,1,5,1,16,1,9,0,7
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap,29,61,3,5,8,16,9,6,6,5
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.Values,4,36,0,2,2,7,1,4,1,3
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractSetValuedMap,0,27,0,0,0,8,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySetIterator,24,0,0,0,6,0,2,0,2,0
Apache Commons Collections,org.apache.commons.collections4.multimap,LinkedHashSetValuedLinkedHashMap,0,63,0,0,0,21,0,8,0,8
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMapDecorator,22,98,0,2,4,25,4,21,4,20
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractSetValuedMap.WrappedSet,29,8,4,0,9,3,4,1,2,1
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableSet,0,49,0,2,0,14,0,11,0,10
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableSortedSet,0,87,0,2,0,25,0,16,0,15
Apache Commons Collections,org.apache.commons.collections4.set,MapBackedSet,0,158,0,8,0,31,0,23,0,19
Apache Commons Collections,org.apache.commons.collections4.set,ListOrderedSet.OrderedSetIterator,14,28,0,0,3,9,2,3,2,3
Apache Commons Collections,org.apache.commons.collections4.set,TransformedSet,0,66,1,7,0,12,1,8,0,5
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSetDecorator,3,24,0,4,2,5,1,6,1,4
Apache Commons Collections,org.apache.commons.collections4.set,AbstractNavigableSetDecorator,39,28,0,0,9,7,8,6,8,6
Apache Commons Collections,org.apache.commons.collections4.set,UnmodifiableNavigableSet,0,134,0,2,0,35,0,23,0,22
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSerializableSetDecorator,0,19,0,0,0,8,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedSet,0,31,0,4,0,6,0,7,0,5
Apache Commons Collections,org.apache.commons.collections4.set,CompositeSet,25,480,6,66,7,117,8,56,2,26
Apache Commons Collections,org.apache.commons.collections4.set,ListOrderedSet,7,306,3,27,2,77,3,36,0,24
Apache Commons Collections,org.apache.commons.collections4.set,TransformedSortedSet,80,23,4,0,14,6,7,5,5,5
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSortedSetDecorator,19,20,0,0,5,6,4,5,4,5
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedNavigableSet,50,39,0,0,9,9,6,8,6,8
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedSortedSet,37,27,0,0,6,7,3,6,3,6
Apache Commons Collections,org.apache.commons.collections4.set,TransformedNavigableSet,89,39,4,0,16,9,9,8,7,8
Apache Commons Collections,org.apache.commons.collections4.iterators,EnumerationIterator,35,29,4,0,11,10,6,4,4,4
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorChain,12,176,1,17,3,48,3,20,2,12
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyMapIterator,0,10,0,0,0,4,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.iterators,SingletonIterator,0,71,0,14,0,21,0,13,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectArrayIterator,6,102,0,12,2,26,2,14,2,8
Apache Commons Collections,org.apache.commons.collections4.iterators,FilterIterator,12,113,2,14,3,35,4,16,2,10
Apache Commons Collections,org.apache.commons.collections4.iterators,SkippingIterator,0,60,0,8,0,17,0,8,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorIterable,0,44,1,5,0,12,1,6,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,ReverseListIterator,5,101,1,5,1,30,1,13,0,11
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractListIteratorDecorator,0,50,0,0,0,16,0,11,0,11
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorOperations,0,32,0,0,0,8,0,5,0,5
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyIterator,0,14,0,0,0,6,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractUntypedIteratorDecorator,0,20,0,0,0,7,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,TransformIterator,23,28,0,0,11,9,6,5,6,5
Apache Commons Collections,org.apache.commons.collections4.iterators,ArrayListIterator,5,113,0,8,1,25,1,14,1,10
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableOrderedMapIterator,0,56,0,2,0,16,0,11,0,10
Apache Commons Collections,org.apache.commons.collections4.iterators,LoopingIterator,0,52,0,6,0,15,0,9,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyOrderedMapIterator,0,10,0,0,0,4,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.iterators,NodeListIterator,0,63,2,6,0,12,2,7,0,5
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractEmptyMapIterator,0,18,0,0,0,5,0,4,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractIteratorDecorator,0,8,0,0,0,3,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4.iterators,ExtendedIterator,10,110,2,4,2,21,2,14,0,13
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectGraphIterator,0,189,0,30,0,55,0,23,0,8
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableIterator,0,35,0,2,0,11,0,6,0,5
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorIterable.new Iterator() {...},4,14,0,0,2,3,1,3,1,3
Apache Commons Collections,org.apache.commons.collections4.iterators,LazyIteratorChain,0,87,0,12,0,24,0,11,0,5
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,37,0,0,0,11,0,8,0,8,0
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorDecorator,45,0,0,0,13,0,10,0,10,0
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableListIterator,3,61,0,2,1,17,1,12,1,11
Apache Commons Collections,org.apache.commons.collections4.iterators,LoopingListIterator,16,133,3,19,4,37,4,20,1,12
Apache Commons Collections,org.apache.commons.collections4.iterators,BoundedIterator,0,118,0,16,0,30,0,14,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,PeekingIterator,7,121,2,22,3,33,2,18,0,8
Apache Commons Collections,org.apache.commons.collections4.iterators,CartesianProductIterator,5,166,1,13,1,31,1,10,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,SingletonListIterator,0,121,2,26,0,30,2,23,0,11
Apache Commons Collections,org.apache.commons.collections4.iterators,UnmodifiableMapIterator,0,48,0,2,0,14,0,9,0,8
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyListIterator,2,12,0,0,1,5,1,3,1,3
Apache Commons Collections,org.apache.commons.collections4.iterators,FilterListIterator,50,173,6,30,18,55,15,24,9,12
Apache Commons Collections,org.apache.commons.collections4.iterators,ZippingIterator,0,130,0,12,0,32,0,12,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,CollatingIterator,31,349,3,39,8,90,5,38,2,20
Apache Commons Collections,org.apache.commons.collections4.iterators,UniqueFilterIterator,0,5,0,0,0,2,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4.iterators,PermutationIterator,0,259,0,32,0,44,0,20,0,4
Apache Commons Collections,org.apache.commons.collections4.iterators,PushbackIterator,5,56,2,6,2,12,2,8,0,6
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorEnumeration,7,17,0,0,4,6,2,4,2,4
Apache Commons Collections,org.apache.commons.collections4.iterators,EntrySetMapIterator,118,0,10,0,30,0,14,0,9,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyOrderedIterator,0,10,0,0,0,4,0,3,0,3
Apache Commons Collections,org.apache.commons.collections4.iterators,ArrayIterator,9,119,0,10,3,27,3,13,3,8
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractEmptyIterator,0,37,0,0,0,12,0,11,0,11
Apache Commons Collections,org.apache.commons.collections4.iterators,ListIteratorWrapper,36,248,7,31,10,58,7,23,2,9
Apache Commons Collections,org.apache.commons.collections4.iterators,ObjectArrayListIterator,6,112,0,8,3,23,1,14,1,10
Apache Commons Collections,org.apache.commons.collections4,Factory,0,3,0,0,0,1,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4,PredicateUtils,12,98,0,0,5,26,5,24,5,24
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.3.new LazyIteratorChain() {...},0,23,0,2,0,4,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4,FunctorException,8,8,0,0,4,4,2,2,2,2
Apache Commons Collections,org.apache.commons.collections4,EnumerationUtils,0,61,0,6,0,14,0,7,0,4
Apache Commons Collections,org.apache.commons.collections4,BagUtils,8,39,0,0,3,11,3,9,3,9
Apache Commons Collections,org.apache.commons.collections4,Closure,0,4,0,0,0,2,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4,ListUtils.LcsVisitor,0,19,0,0,0,8,0,5,0,5
Apache Commons Collections,org.apache.commons.collections4,SetUtils,37,172,1,21,11,42,12,25,11,15
Apache Commons Collections,org.apache.commons.collections4,ComparatorUtils,8,102,3,13,2,25,4,15,1,10
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.UnmodifiableIterable,0,11,0,0,0,4,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,FluentIterable,0,189,0,2,0,44,0,35,0,34
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},13,41,5,3,1,4,4,5,1,4
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},0,34,0,4,0,3,0,5,0,3
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},12,41,4,0,1,4,3,4,1,4
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},0,33,0,4,0,3,0,5,0,3
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.SetOperationCardinalityHelper,0,48,0,2,0,11,0,5,0,4
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.7.new LazyIteratorChain() {...},0,18,0,2,0,4,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4,IteratorUtils,48,756,14,72,10,180,12,107,2,74
Apache Commons Collections,org.apache.commons.collections4,SetUtils.SetView,16,11,0,0,5,3,2,3,2,3
Apache Commons Collections,org.apache.commons.collections4,ClosureUtils,0,109,0,2,0,27,0,17,0,16
Apache Commons Collections,org.apache.commons.collections4,ArrayUtils,3,54,2,14,1,13,2,9,0,3
Apache Commons Collections,org.apache.commons.collections4,Transformer,0,4,0,0,0,1,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4,SplitMapUtils,3,36,1,5,1,9,1,4,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,13,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,17,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,44,0,2,0,6,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,18,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,22,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils,37,1712,20,250,7,407,20,189,0,74
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,5,0,0,0,2,0,2,0,2
Apache Commons Collections,org.apache.commons.collections4,IteratorUtils.new LazyIteratorChain() {...},0,17,0,2,0,2,0,3,0,2
Apache Commons Collections,org.apache.commons.collections4,MultiMapUtils,29,77,4,16,8,22,8,14,4,8
Apache Commons Collections,org.apache.commons.collections4,TrieUtils,0,3,0,0,0,1,0,1,0,1
Apache Commons Collections,org.apache.commons.collections4,IterableUtils,43,581,0,48,5,121,4,67,4,43
Apache Commons Collections,org.apache.commons.collections4,ArrayStack,23,70,6,10,6,24,6,10,2,6
Apache Commons Collections,org.apache.commons.collections4,FactoryUtils,0,21,0,0,0,6,0,6,0,6
Apache Commons Collections,org.apache.commons.collections4,MapUtils,38,1191,8,142,9,245,16,153,8,86
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.EquatorWrapper,2,32,1,1,1,9,1,4,0,4
